,Student,Year,Result,PersonSatisf_Mean,PersonSatisf_Variance,RecSatisf_Mean,RecSatisf_Variance,PPI_Init_Mean,PPI_Init_Variance,PPI_Infor_Mean,PPI_Infor_Variance,PPI_Close_Mean,PPI_Close_Variance,PE_Hand_Mean,PE_Hand_Variance,PE_Mod_Mean,PE_Mod_Variance,PE_Check_Mean,PE_Check_Variance,Hx_Mean,Hx_Variance
0,617243,2011,1,,,,,,,,,,,,,,,,,,
1,469760,2011,1,0.85,0.0157894736842,0.8,0.025,0.838023255814,0.0514983994528,0.733714285714,0.0892613664596,0.589166666667,0.159960310734,0.5,0.285714285714,1.0,0.0,0.672131147541,0.224043715847,0.71186440678,0.206866579748
2,572949,2011,1,0.8125,0.0518092105263,0.75,0.0833333333333,0.748372093023,0.0812773187415,0.681428571429,0.0984645962733,0.678,0.124582372881,0.625,0.267857142857,0.75,0.214285714286,0.672131147541,0.224043715847,0.78813559322,0.168405041286
3,558483,2011,1,0.9,0.0223684210526,0.875,0.03125,0.926744186047,0.0374739808482,0.834142857143,0.0538362111801,0.872166666667,0.0646647175141,0.875,0.125,1.0,0.0,0.852459016393,0.127868852459,0.847457627119,0.13037809648
4,640409,2011,1,0.525,0.0453947368421,0.375,0.03125,0.650697674419,0.1155124487,0.656857142857,0.119714616977,0.599666666667,0.116721920904,0.25,0.214285714286,0.625,0.267857142857,0.475409836066,0.253551912568,0.703389830508,0.210415761263
5,935954,2011,1,0.7375,0.0294407894737,0.7,0.025,0.86511627907,0.0452299863201,0.795571428571,0.0656598136646,0.800333333333,0.0800642937853,0.875,0.125,1.0,0.0,0.672131147541,0.224043715847,0.771186440678,0.177966101695
6,979835,2011,1,0.833333333333,0.0367647058824,0.777777777778,0.0538194444444,0.818181818182,0.0750782296651,0.767777777778,0.092017562724,0.827592592593,0.0744563591894,0.571428571429,0.285714285714,1.0,0.0,0.56862745098,0.250196078431,0.703703703704,0.210453444098
7,850841,2011,1,0.4875,0.0425986842105,0.4,0.0583333333333,0.682325581395,0.094450998632,0.608857142857,0.145471138716,0.578,0.105646779661,0.625,0.267857142857,0.75,0.214285714286,0.508196721311,0.254098360656,0.745762711864,0.19122120817
8,990207,2011,1,0.775,0.0519736842105,0.75,0.0555555555556,0.81,0.0828776470588,0.781142857143,0.102940703934,0.811,0.0959176271186,1.0,0.0,1.0,0.0,0.704918032787,0.211475409836,0.771186440678,0.177966101695
9,265990,2011,1,,,,,,,,,,,,,,,,,,
