Student,Year,Result,PersonSatisf_Mean,PersonSatisf_Variance,RecSatisf_Mean,RecSatisf_Variance,PPI_Init_Mean,PPI_Init_Variance,PPI_Infor_Mean,PPI_Infor_Variance,PPI_Close_Mean,PPI_Close_Variance,PE_Hand_Mean,PE_Hand_Variance,PE_Mod_Mean,PE_Mod_Variance,PE_Check_Mean,PE_Check_Variance,Hx_Mean,Hx_Variance
663606,2008,1,0.625,0.059027778,0.644444444,0.046604938,0.95,0.048717949,0.845070423,0.132796781,0.806451613,0.161290323,0.888888889,0.111111111,0.888888889,0.111111111,0.454545455,0.250783699,0.772727273,0.177231026
493150,2008,1,0.55,0.052777778,0.569444444,0.071373457,0.975,0.025,0.788732394,0.169014085,0.64516129,0.23655914,0.666666667,0.25,0.888888889,0.111111111,0.477272727,0.252351097,0.781818182,0.172143453
628738,2008,1,0.625,0.15625,0.597222222,0.143904321,0.9,0.092307692,0.816901408,0.151710262,0.709677419,0.212903226,0.777777778,0.194444444,0.888888889,0.111111111,0.397727273,0.242293626,0.663636364,0.225271059
972065,2008,1,0.625,0.059027778,0.619444444,0.06087963,0.95,0.048717949,0.915492958,0.078470825,0.64516129,0.23655914,0.888888889,0.111111111,0.555555556,0.277777778,0.545454545,0.250783699,0.854545455,0.125437865
604843,2008,1,0.85,0.030555556,0.825,0.042361111,1,0,0.873239437,0.112273642,0.870967742,0.116129032,0.666666667,0.25,1,0,0.545454545,0.250783699,0.827272727,0.144203503
516754,2008,1,0.55,0.052777778,0.525,0.061805556,0.925,0.071153846,0.816901408,0.151710262,0.806451613,0.161290323,0.555555556,0.277777778,0.777777778,0.194444444,0.534090909,0.251698015,0.881818182,0.105170976
817731,2008,1,0.8,0.038888889,0.769444444,0.037731481,0.975,0.025,0.887323944,0.101408451,0.806451613,0.161290323,1,0,1,0,0.397727273,0.242293626,0.763636364,0.182151793
424608,2008,1,0.525,0.061805556,0.494444444,0.055864198,0.85,0.130769231,0.830985915,0.142454728,0.806451613,0.161290323,0.666666667,0.25,1,0,0.625,0.237068966,0.790909091,0.166889074
318886,2008,1,0.675,0.028472222,0.641666667,0.043287037,1,0,0.943661972,0.053923541,0.64516129,0.23655914,1,0,0.888888889,0.111111111,0.568181818,0.248171369,0.809090909,0.1558799
384930,2008,1,0.575,0.05625,0.569444444,0.057484568,1,0,0.830985915,0.142454728,0.870967742,0.116129032,0.888888889,0.111111111,0.888888889,0.111111111,0.465909091,0.251698015,0.754545455,0.186905755
787408,2008,1,0.45,0.066666667,0.444444444,0.066358025,0.85,0.130769231,0.887323944,0.101408451,0.548387097,0.255913978,0.333333333,0.25,1,0,0.295454545,0.210553814,0.781818182,0.172143453
125559,2008,1,0.675,0.042361111,0.666666667,0.041666667,0.975,0.025,0.943661972,0.053923541,0.903225806,0.090322581,1,0,1,0,0.659090909,0.227272727,0.854545455,0.125437865
922340,2008,1,0.6,0.030555556,0.569444444,0.043595679,0.95,0.048717949,0.887323944,0.101408451,0.741935484,0.197849462,1,0,0.888888889,0.111111111,0.647727273,0.230799373,0.790909091,0.166889074
757005,2008,1,0.7,0.038888889,0.691666667,0.038657407,0.975,0.025,0.943661972,0.053923541,0.903225806,0.090322581,0.666666667,0.25,0.888888889,0.111111111,0.602272727,0.242293626,0.709090909,0.208173478
840973,2008,1,0.5,0.069444444,0.497222222,0.071064815,0.85,0.130769231,0.85915493,0.122736419,0.806451613,0.161290323,0.444444444,0.277777778,1,0,0.465909091,0.251698015,0.654545455,0.228190158
787519,2008,1,0.725,0.020138889,0.744444444,0.03117284,0.975,0.025,0.873239437,0.112273642,0.870967742,0.116129032,0.666666667,0.25,1,0,0.386363636,0.239811912,0.818181818,0.150125104
641163,2008,1,0.45,0.038888889,0.419444444,0.027854938,0.8,0.164102564,0.830985915,0.142454728,0.483870968,0.258064516,0.555555556,0.277777778,0.777777778,0.194444444,0.386363636,0.239811912,0.727272727,0.200166806
524450,2008,1,,,,,,,,,,,,,,,,,,
622924,2008,1,0.75,0.027777778,0.744444444,0.03117284,0.925,0.071153846,0.957746479,0.041046278,0.612903226,0.24516129,0.888888889,0.111111111,0.888888889,0.111111111,0.545454545,0.250783699,0.809090909,0.1558799
433739,2008,1,0.675,0.042361111,0.666666667,0.041666667,0.975,0.025,0.929577465,0.06639839,0.677419355,0.225806452,0.555555556,0.277777778,1,0,0.477272727,0.252351097,0.7,0.211926606
341365,2008,1,,,,,,,,,,,,,,,,,,
372217,2008,1,0.525,0.089583333,0.497222222,0.098842593,0.875,0.112179487,0.845070423,0.132796781,0.677419355,0.225806452,0.888888889,0.111111111,0.888888889,0.111111111,0.397727273,0.242293626,0.854545455,0.125437865
503473,2008,1,0.525,0.117361111,0.472222222,0.091049383,0.9,0.092307692,0.830985915,0.142454728,0.612903226,0.24516129,0.555555556,0.277777778,0.555555556,0.277777778,0.511363636,0.252742947,0.727272727,0.200166806
615138,2008,1,0.4,0.058333333,0.397222222,0.05933642,0.975,0.025,0.816901408,0.151710262,0.64516129,0.23655914,0.777777778,0.194444444,1,0,0.443181818,0.24960815,0.827272727,0.144203503
712577,2008,1,0.85,0.030555556,0.791666667,0.02662037,0.975,0.025,0.915492958,0.078470825,0.838709677,0.139784946,0.222222222,0.194444444,0.888888889,0.111111111,0.590909091,0.244514107,0.8,0.16146789
107904,2008,1,0.575,0.042361111,0.591666667,0.028472222,0.975,0.025,0.887323944,0.101408451,0.774193548,0.180645161,1,0,0.555555556,0.277777778,0.602272727,0.242293626,0.763636364,0.182151793
728187,2008,1,0.55,0.066666667,0.55,0.066666667,0.95,0.048717949,0.901408451,0.090140845,0.64516129,0.23655914,0.555555556,0.277777778,1,0,0.295454545,0.210553814,0.754545455,0.186905755
980608,2008,1,0.5,0.083333333,0.5,0.083333333,0.95,0.048717949,0.873239437,0.112273642,0.612903226,0.24516129,0.555555556,0.277777778,1,0,0.386363636,0.239811912,0.745454545,0.191492911
302778,2008,1,0.75,0.027777778,0.716666667,0.034259259,0.975,0.025,0.901408451,0.090140845,0.774193548,0.180645161,0.777777778,0.194444444,1,0,0.579545455,0.246473354,0.781818182,0.172143453
443702,2008,1,0.575,0.070138889,0.547222222,0.082484568,0.9,0.092307692,0.943661972,0.053923541,0.806451613,0.161290323,1,0,0.777777778,0.194444444,0.670454545,0.223484848,0.781818182,0.172143453
278396,2008,1,,,,,,,,,,,,,,,,,,
684428,2008,1,0.5,0.055555556,0.469444444,0.047916667,0.95,0.048717949,0.85915493,0.122736419,0.709677419,0.212903226,1,0,0.777777778,0.194444444,0.522727273,0.252351097,0.681818182,0.218932444
366727,2008,1,0.775,0.061805556,0.769444444,0.065509259,1,0,0.887323944,0.101408451,0.774193548,0.180645161,1,0,0.888888889,0.111111111,0.590909091,0.244514107,0.854545455,0.125437865
592242,2008,1,0.65,0.030555556,0.644444444,0.032716049,0.925,0.071153846,0.943661972,0.053923541,0.64516129,0.23655914,1,0,1,0,0.465909091,0.251698015,0.8,0.16146789
870713,2008,1,0.8,0.025,0.744444444,0.03117284,0.975,0.025,0.957746479,0.041046278,0.870967742,0.116129032,0.555555556,0.277777778,1,0,0.602272727,0.242293626,0.790909091,0.166889074
559046,2008,1,0.65,0.044444444,0.666666667,0.041666667,1,0,0.887323944,0.101408451,0.709677419,0.212903226,0.888888889,0.111111111,1,0,0.659090909,0.227272727,0.809090909,0.1558799
540101,2008,1,0.775,0.034027778,0.766666667,0.035185185,0.9,0.092307692,0.943661972,0.053923541,0.870967742,0.116129032,1,0,1,0,0.556818182,0.24960815,0.727272727,0.200166806
699134,2008,1,0.7,0.025,0.694444444,0.027777778,0.975,0.025,0.929577465,0.06639839,0.709677419,0.212903226,0.777777778,0.194444444,0.777777778,0.194444444,0.545454545,0.250783699,0.8,0.16146789
521068,2008,1,0.775,0.020138889,0.719444444,0.037114198,1,0,0.915492958,0.078470825,0.741935484,0.197849462,0.888888889,0.111111111,0.888888889,0.111111111,0.613636364,0.239811912,0.772727273,0.177231026
590401,2008,1,0.675,0.084027778,0.669444444,0.086496914,1,0,0.943661972,0.053923541,0.806451613,0.161290323,0.777777778,0.194444444,1,0,0.454545455,0.250783699,0.809090909,0.1558799
543539,2008,1,0.725,0.103472222,0.744444444,0.100617284,0.95,0.048717949,0.887323944,0.101408451,0.806451613,0.161290323,0.666666667,0.25,0.888888889,0.111111111,0.659090909,0.227272727,0.845454545,0.131859883
346889,2008,1,0.6,0.086111111,0.541666667,0.021990741,0.925,0.071153846,0.901408451,0.090140845,0.870967742,0.116129032,0.555555556,0.277777778,1,0,0.693181818,0.215125392,0.8,0.16146789
798752,2008,1,0.7,0.080555556,0.641666667,0.071064815,1,0,0.887323944,0.101408451,0.677419355,0.225806452,1,0,1,0,0.704545455,0.210553814,0.818181818,0.150125104
815893,2009,1,,,,,,,,,,,,,,,,,,
792928,2009,1,0.25,0.069444444,0.15,0.030555556,0.743589744,0.195681511,0.6625,0.226424051,0.575,0.250641026,0.333333333,0.25,0.666666667,0.25,0.406976744,0.244186047,0.774774775,0.176085176
662719,2009,0,,,,,,,,,,,,,,,,,,
610461,2009,1,0.725,0.047916667,0.775,0.061805556,0.974358974,0.025641026,0.9125,0.08085443,0.85,0.130769231,0.666666667,0.25,0.888888889,0.111111111,0.488372093,0.252804378,0.675675676,0.221130221
624003,2009,1,0.575,0.084027778,0.5,0.097222222,0.948717949,0.049932524,0.9125,0.08085443,0.7,0.215384615,0.888888889,0.111111111,0.777777778,0.194444444,0.627906977,0.236388509,0.693693694,0.214414414
140239,2009,1,,,,,,,,,,,,,,,,,,
810692,2009,1,0.675,0.084027778,0.625,0.086805556,0.974358974,0.025641026,0.925,0.070253165,0.9,0.092307692,1,0,1,0,0.372093023,0.236388509,0.792792793,0.165765766
412308,2009,1,0.6,0.086111111,0.525,0.061805556,0.948717949,0.049932524,0.9375,0.059335443,0.725,0.204487179,0.777777778,0.194444444,0.888888889,0.111111111,0.627906977,0.236388509,0.747747748,0.19033579
778510,2009,1,0.75,0.041666667,0.75,0.041666667,1,0,0.9375,0.059335443,0.675,0.225,1,0,1,0,0.581395349,0.24623803,0.810810811,0.154791155
892629,2009,1,,,,,,,,,,,,,,,,,,
695582,2009,1,,,,,,,,,,,,,,,,,,
959014,2009,1,0.65,0.113888889,0.625,0.114583333,0.974358974,0.025641026,0.9125,0.08085443,0.8,0.164102564,0.555555556,0.277777778,0.888888889,0.111111111,0.418604651,0.24623803,0.774774775,0.176085176
875625,2009,1,0.8,0.025,0.775,0.034027778,0.974358974,0.025641026,0.9375,0.059335443,0.825,0.148076923,0.222222222,0.194444444,0.888888889,0.111111111,0.581395349,0.24623803,0.756756757,0.185749386
849693,2009,1,0.7,0.038888889,0.7,0.038888889,0.974358974,0.025641026,0.9875,0.0125,0.825,0.148076923,1,0,1,0,0.558139535,0.249521204,0.765765766,0.180999181
206688,2009,1,0.75,0.041666667,0.75,0.055555556,0.974358974,0.025641026,0.9125,0.08085443,0.85,0.130769231,0.777777778,0.194444444,1,0,0.593023256,0.244186047,0.747747748,0.19033579
337006,2009,1,0.525,0.034027778,0.5,0.027777778,1,0,0.775,0.176582278,0.675,0.225,0.888888889,0.111111111,1,0,0.38372093,0.239261286,0.675675676,0.221130221
824260,2009,1,,,,,,,,,,,,,,,,,,
387416,2009,1,,,,,,,,,,,,,,,,,,
135514,2009,1,0.425,0.042361111,0.45,0.038888889,0.820512821,0.151147099,0.8,0.162025316,0.8,0.164102564,0,0,0.888888889,0.111111111,0.279069767,0.203556772,0.567567568,0.247665848
730671,2009,1,0.625,0.086805556,0.65,0.058333333,0.948717949,0.049932524,0.95,0.048101266,0.825,0.148076923,1,0,0.888888889,0.111111111,0.76744186,0.180574555,0.738738739,0.194758395
242417,2009,1,0.675,0.070138889,0.675,0.070138889,1,0,0.95,0.048101266,0.85,0.130769231,0.666666667,0.25,1,0,0.5,0.252941176,0.657657658,0.227190827
412482,2009,1,0.9,0.030555556,0.85,0.058333333,1,0,0.975,0.024683544,0.9,0.092307692,0.555555556,0.277777778,1,0,0.593023256,0.244186047,0.756756757,0.185749386
227456,2009,1,0.55,0.066666667,0.575,0.070138889,0.948717949,0.049932524,0.9375,0.059335443,0.85,0.130769231,0.333333333,0.25,0.777777778,0.194444444,0.360465116,0.233242134,0.675675676,0.221130221
985811,2009,1,,,,,,,,,,,,,,,,,,
657105,2009,1,,,,,,,,,,,,,,,,,,
280675,2009,1,0.575,0.070138889,0.525,0.089583333,0.948717949,0.049932524,0.8875,0.101107595,0.85,0.130769231,1,0,1,0,0.441860465,0.249521204,0.756756757,0.185749386
570738,2009,1,,,,,,,,,,,,,,,,,,
214337,2009,1,0.675,0.084027778,0.675,0.05625,0.974358974,0.025641026,0.9625,0.036550633,0.825,0.148076923,0.444444444,0.277777778,0.888888889,0.111111111,0.534883721,0.251709986,0.765765766,0.180999181
957233,2009,1,0.5,0.055555556,0.425,0.042361111,0.974358974,0.025641026,0.7875,0.169462025,0.725,0.204487179,0.444444444,0.277777778,0.888888889,0.111111111,0.418604651,0.24623803,0.72972973,0.199017199
826274,2009,1,0.575,0.042361111,0.525,0.061805556,0.871794872,0.114709852,0.95,0.048101266,0.75,0.192307692,0.555555556,0.277777778,1,0,0.313953488,0.217920657,0.747747748,0.19033579
215590,2009,1,0.65,0.072222222,0.625,0.059027778,0.871794872,0.114709852,0.9125,0.08085443,0.875,0.112179487,0.888888889,0.111111111,1,0,0.488372093,0.252804378,0.810810811,0.154791155
889429,2009,1,0.725,0.034027778,0.675,0.042361111,0.948717949,0.049932524,0.925,0.070253165,0.925,0.071153846,0.555555556,0.277777778,1,0,0.418604651,0.24623803,0.792792793,0.165765766
257079,2009,1,0.775,0.075694444,0.725,0.075694444,0.974358974,0.025641026,0.925,0.070253165,0.8,0.164102564,0.888888889,0.111111111,1,0,0.511627907,0.252804378,0.846846847,0.130876331
666978,2009,1,,,,,,,,,,,,,,,,,,
367989,2009,1,,,,,,,,,,,,,,,,,,
231867,2009,1,0.725,0.089583333,0.775,0.103472222,1,0,0.9625,0.036550633,0.875,0.112179487,0.888888889,0.111111111,1,0,0.488372093,0.252804378,0.747747748,0.19033579
672200,2009,1,0.6,0.044444444,0.6,0.058333333,0.974358974,0.025641026,0.95,0.048101266,0.775,0.178846154,0.666666667,0.25,0.888888889,0.111111111,0.430232558,0.248016416,0.657657658,0.227190827
515693,2009,1,0.9,0.030555556,0.85,0.058333333,0.948717949,0.049932524,0.9375,0.059335443,0.975,0.025,0.888888889,0.111111111,1,0,0.511627907,0.252804378,0.828828829,0.143161343
984419,2009,1,0.7,0.011111111,0.65,0.016666667,0.794871795,0.16734143,0.9,0.091139241,0.775,0.178846154,0.555555556,0.277777778,0.777777778,0.194444444,0.453488372,0.250752394,0.711711712,0.207043407
773589,2009,1,0.475,0.061805556,0.45,0.052777778,0.871794872,0.114709852,0.9375,0.059335443,0.725,0.204487179,0.777777778,0.194444444,1,0,0.418604651,0.24623803,0.657657658,0.227190827
276167,2009,1,,,,,,,,,,,,,,,,,,
464314,2009,1,,,,,,,,,,,,,,,,,,
619742,2009,1,0.675,0.042361111,0.65,0.044444444,1,0,0.9125,0.08085443,0.85,0.130769231,0.888888889,0.111111111,1,0,0.558139535,0.249521204,0.837837838,0.137100737
473734,2009,1,0.75,0.027777778,0.725,0.020138889,0.974358974,0.025641026,0.95,0.048101266,0.85,0.130769231,0.555555556,0.277777778,0.888888889,0.111111111,0.465116279,0.251709986,0.711711712,0.207043407
995613,2009,1,0.7,0.080555556,0.65,0.072222222,1,0,0.95,0.048101266,0.85,0.130769231,0.333333333,0.25,0.777777778,0.194444444,0.697674419,0.213406293,0.81981982,0.149058149
756876,2009,1,0.675,0.028472222,0.65,0.030555556,0.974358974,0.025641026,0.925,0.070253165,0.8,0.164102564,0.888888889,0.111111111,0.888888889,0.111111111,0.662790698,0.226128591,0.846846847,0.130876331
331458,2009,1,,,,,,,,,,,,,,,,,,
391994,2009,1,,,,,,,,,,,,,,,,,,
431775,2009,1,,,,,,,,,,,,,,,,,,
915120,2009,1,0.775,0.034027778,0.75,0.027777778,1,0,0.95,0.048101266,0.825,0.148076923,0.666666667,0.25,1,0,0.511627907,0.252804378,0.693693694,0.214414414
486210,2009,1,0.375,0.086805556,0.375,0.059027778,0.897435897,0.094466937,0.775,0.176582278,0.6,0.246153846,0.777777778,0.194444444,1,0,0.360465116,0.233242134,0.720720721,0.203112203
259688,2009,1,0.675,0.05625,0.675,0.028472222,1,0,0.925,0.070253165,0.9,0.092307692,1,0,1,0,0.476744186,0.252393981,0.792792793,0.165765766
327285,2009,1,0.8,0.066666667,0.75,0.055555556,1,0,0.9,0.091139241,0.825,0.148076923,0.777777778,0.194444444,0.888888889,0.111111111,0.5,0.252941176,0.81981982,0.149058149
446139,2009,1,0.7,0.066666667,0.675,0.05625,1,0,0.9875,0.0125,0.8,0.164102564,0.888888889,0.111111111,1,0,0.430232558,0.248016416,0.756756757,0.185749386
383306,2009,1,0.5,0.041666667,0.5,0.041666667,0.948717949,0.049932524,0.8375,0.137816456,0.675,0.225,0.222222222,0.194444444,0.888888889,0.111111111,0.360465116,0.233242134,0.774774775,0.176085176
436014,2009,1,,,,,,,,,,,,,,,,,,
106456,2009,1,0.55,0.066666667,0.5,0.097222222,0.871794872,0.114709852,0.8375,0.137816456,0.625,0.240384615,1,0,0.888888889,0.111111111,0.546511628,0.250752394,0.720720721,0.203112203
876430,2009,1,0.65,0.058333333,0.65,0.058333333,0.897435897,0.094466937,0.9625,0.036550633,0.85,0.130769231,1,0,1,0,0.360465116,0.233242134,0.747747748,0.19033579
775821,2009,1,0.825,0.05625,0.8,0.038888889,0.948717949,0.049932524,0.95,0.048101266,0.95,0.048717949,0.777777778,0.194444444,0.888888889,0.111111111,0.697674419,0.213406293,0.828828829,0.143161343
774975,2009,0,0.375,0.072916667,0.35,0.058333333,0.871794872,0.114709852,0.85,0.129113924,0.725,0.204487179,1,0,1,0,0.488372093,0.252804378,0.612612613,0.239475839
149799,2009,1,,,,,,,,,,,,,,,,,,
617829,2009,1,0.6,0.058333333,0.55,0.066666667,0.974358974,0.025641026,0.9375,0.059335443,0.9,0.092307692,1,0,1,0,0.406976744,0.244186047,0.792792793,0.165765766
611709,2009,0,0.375,0.086805556,0.325,0.05625,0.897435897,0.094466937,0.7875,0.169462025,0.725,0.204487179,0.222222222,0.194444444,0.888888889,0.111111111,0.465116279,0.251709986,0.747747748,0.19033579
883987,2009,1,,,,,,,,,,,,,,,,,,
304310,2009,1,,,,,,,,,,,,,,,,,,
920222,2009,1,0.525,0.089583333,0.5,0.097222222,0.794871795,0.16734143,0.95,0.048101266,0.75,0.192307692,0.555555556,0.277777778,1,0,0.546511628,0.250752394,0.756756757,0.185749386
858056,2009,1,0.675,0.084027778,0.65,0.086111111,1,0,0.9625,0.036550633,0.875,0.112179487,0.444444444,0.277777778,0.888888889,0.111111111,0.441860465,0.249521204,0.657657658,0.227190827
878640,2009,1,0.375,0.086805556,0.35,0.1,0.923076923,0.072874494,0.7875,0.169462025,0.75,0.192307692,0.888888889,0.111111111,0.888888889,0.111111111,0.686046512,0.217920657,0.765765766,0.180999181
836511,2009,1,0.625,0.072916667,0.625,0.086805556,0.923076923,0.072874494,0.95,0.048101266,0.85,0.130769231,0.777777778,0.194444444,1,0,0.406976744,0.244186047,0.756756757,0.185749386
600123,2009,1,0.95,0.025,0.9,0.030555556,1,0,1,0,0.925,0.071153846,0.777777778,0.194444444,0.888888889,0.111111111,0.604651163,0.241860465,0.864864865,0.117936118
497325,2009,1,0.55,0.066666667,0.475,0.061805556,0.974358974,0.025641026,0.9,0.091139241,0.575,0.250641026,0.777777778,0.194444444,0.888888889,0.111111111,0.488372093,0.252804378,0.702702703,0.210810811
724646,2009,1,0.8,0.025,0.8,0.025,0.974358974,0.025641026,0.975,0.024683544,0.825,0.148076923,0.777777778,0.194444444,0.888888889,0.111111111,0.511627907,0.252804378,0.765765766,0.180999181
210374,2009,1,0.925,0.014583333,0.875,0.059027778,1,0,0.975,0.024683544,0.9,0.092307692,0.888888889,0.111111111,1,0,0.720930233,0.203556772,0.747747748,0.19033579
119136,2009,1,0.75,0.055555556,0.675,0.05625,0.948717949,0.049932524,0.95,0.048101266,0.875,0.112179487,0.444444444,0.277777778,1,0,0.360465116,0.233242134,0.756756757,0.185749386
960696,2009,1,0.725,0.061805556,0.625,0.059027778,1,0,0.8875,0.101107595,0.85,0.130769231,0.444444444,0.277777778,1,0,0.558139535,0.249521204,0.738738739,0.194758395
316307,2009,1,0.95,0.011111111,0.925,0.014583333,1,0,0.975,0.024683544,0.85,0.130769231,0.888888889,0.111111111,1,0,0.488372093,0.252804378,0.783783784,0.171007371
450229,2009,1,0.825,0.014583333,0.75,0.027777778,0.974358974,0.025641026,0.95,0.048101266,0.9,0.092307692,1,0,1,0,0.546511628,0.250752394,0.792792793,0.165765766
764622,2009,1,0.85,0.016666667,0.825,0.028472222,1,0,0.95,0.048101266,0.925,0.071153846,0.555555556,0.277777778,0.888888889,0.111111111,0.662790698,0.226128591,0.810810811,0.154791155
174425,2009,1,0.8,0.025,0.825,0.028472222,1,0,0.9625,0.036550633,0.775,0.178846154,0.666666667,0.25,1,0,0.627906977,0.236388509,0.882882883,0.104340704
148081,2009,1,0.75,0.041666667,0.725,0.061805556,1,0,0.9125,0.08085443,0.85,0.130769231,0.666666667,0.25,0.888888889,0.111111111,0.651162791,0.229822161,0.774774775,0.176085176
295311,2009,1,,,,,,,,,,,,,,,,,,
306319,2009,0,0.625,0.059027778,0.625,0.059027778,0.897435897,0.094466937,0.8875,0.101107595,0.825,0.148076923,0.888888889,0.111111111,1,0,0.534883721,0.251709986,0.738738739,0.194758395
772040,2009,1,,,,,,,,,,,,,,,,,,
628590,2009,1,0.375,0.114583333,0.4,0.113888889,0.974358974,0.025641026,0.7875,0.169462025,0.65,0.233333333,0.333333333,0.25,1,0,0.38372093,0.239261286,0.675675676,0.221130221
369607,2009,1,0.5,0.083333333,0.575,0.042361111,0.769230769,0.182186235,0.9,0.091139241,0.775,0.178846154,0.444444444,0.277777778,1,0,0.476744186,0.252393981,0.783783784,0.171007371
162663,2009,1,0.675,0.084027778,0.675,0.084027778,1,0,0.925,0.070253165,0.85,0.130769231,0.777777778,0.194444444,1,0,0.581395349,0.24623803,0.738738739,0.194758395
496261,2009,1,0.625,0.100694444,0.625,0.100694444,0.948717949,0.049932524,0.9625,0.036550633,0.825,0.148076923,0.666666667,0.25,0.777777778,0.194444444,0.697674419,0.213406293,0.81981982,0.149058149
445037,2009,1,0.725,0.061805556,0.7,0.080555556,1,0,0.9625,0.036550633,0.8,0.164102564,0.777777778,0.194444444,1,0,0.639534884,0.233242134,0.765765766,0.180999181
362769,2009,1,0.575,0.05625,0.5,0.055555556,0.923076923,0.072874494,0.8875,0.101107595,0.825,0.148076923,0.666666667,0.25,0.666666667,0.25,0.593023256,0.244186047,0.801801802,0.16036036
191958,2009,1,,,,,,,,,,,,,,,,,,
884889,2009,0,,,,,,,,,,,,,,,,,,
946378,2009,1,0.325,0.084027778,0.3,0.052777778,0.769230769,0.182186235,0.7625,0.183386076,0.75,0.192307692,0.888888889,0.111111111,0.888888889,0.111111111,0.406976744,0.244186047,0.783783784,0.171007371
582128,2009,1,,,,,,,,,,,,,,,,,,
117070,2009,1,,,,,,,,,,,,,,,,,,
944848,2009,1,,,,,,,,,,,,,,,,,,
262783,2009,1,,,,,,,,,,,,,,,,,,
953575,2009,1,0.8,0.025,0.775,0.047916667,1,0,0.9375,0.059335443,0.8,0.164102564,1,0,0.777777778,0.194444444,0.546511628,0.250752394,0.747747748,0.19033579
993680,2009,1,0.775,0.034027778,0.75,0.041666667,0.974358974,0.025641026,0.95,0.048101266,0.825,0.148076923,0.777777778,0.194444444,1,0,0.569767442,0.248016416,0.81981982,0.149058149
244501,2009,1,,,,,,,,,,,,,,,,,,
560374,2009,1,0.725,0.034027778,0.7,0.038888889,0.897435897,0.094466937,0.9125,0.08085443,0.725,0.204487179,0.888888889,0.111111111,1,0,0.511627907,0.252804378,0.72972973,0.199017199
233370,2009,1,,,,,,,,,,,,,,,,,,
115648,2009,1,0.7,0.066666667,0.7,0.066666667,0.974358974,0.025641026,0.975,0.024683544,0.825,0.148076923,0.888888889,0.111111111,1,0,0.534883721,0.251709986,0.756756757,0.185749386
245459,2009,1,,,,,,,,,,,,,,,,,,
502212,2009,1,0.6,0.044444444,0.55,0.025,0.948717949,0.049932524,0.8375,0.137816456,0.775,0.178846154,0.444444444,0.277777778,1,0,0.430232558,0.248016416,0.684684685,0.217854218
415655,2009,1,0.7,0.080555556,0.725,0.089583333,0.948717949,0.049932524,0.925,0.070253165,0.85,0.130769231,0.888888889,0.111111111,0.888888889,0.111111111,0.546511628,0.250752394,0.846846847,0.130876331
606674,2009,1,0.475,0.117361111,0.5,0.083333333,0.743589744,0.195681511,0.8125,0.154272152,0.7,0.215384615,0.555555556,0.277777778,0.777777778,0.194444444,0.430232558,0.248016416,0.792792793,0.165765766
332948,2009,1,,,,,,,,,,,,,,,,,,
871538,2009,1,,,,,,,,,,,,,,,,,,
522665,2009,1,0.8,0.025,0.825,0.028472222,1,0,0.975,0.024683544,0.825,0.148076923,1,0,1,0,0.441860465,0.249521204,0.810810811,0.154791155
521771,2010,1,,,,,,,,,,,,,,,,,,
139291,2010,1,0.8625,0.022861842,0.85,0.016666667,0.790581395,0.07646907,0.724,0.10018087,0.738833333,0.102542684,0.875,0.125,0.75,0.214285714,0.442622951,0.250819672,0.798319328,0.162370033
813543,2010,1,0.7875,0.014967105,0.775,0.020138889,0.77627907,0.05085658,0.72,0.063530435,0.751,0.085239661,0.75,0.214285714,1,0,0.62295082,0.238797814,0.789915966,0.167355078
816724,2010,1,0.5125,0.068914474,0.5,0.055555556,0.620116279,0.105683516,0.557,0.112540145,0.5495,0.128079407,0.75,0.214285714,0.625,0.267857143,0.524590164,0.253551913,0.672268908,0.222190571
101459,2010,1,0.575,0.099342105,0.5,0.083333333,0.666627907,0.107796731,0.643285714,0.114233975,0.605666667,0.145448701,1,0,1,0,0.540983607,0.252459016,0.647058824,0.230309073
191309,2010,1,0.65,0.015789474,0.575,0.042361111,0.721860465,0.062676498,0.657142857,0.106806211,0.678333333,0.101976836,0.5,0.285714286,0.625,0.267857143,0.508196721,0.254098361,0.831932773,0.141005555
714149,2010,1,0.6875,0.032072368,0.675,0.042361111,0.71744186,0.069842791,0.663,0.082473478,0.684,0.092393898,0.75,0.214285714,1,0,0.557377049,0.250819672,0.764705882,0.181455633
266577,2010,1,0.8125,0.045230263,0.775,0.061805556,0.752209302,0.076732709,0.719571429,0.092560683,0.7115,0.100070593,0.625,0.267857143,0.625,0.267857143,0.475409836,0.253551913,0.68907563,0.216066087
496168,2010,1,0.6875,0.045230263,0.625,0.045138889,0.701976744,0.084208988,0.538571429,0.13675735,0.628,0.095172203,1,0,0.75,0.214285714,0.68852459,0.218032787,0.781512605,0.172197693
286736,2010,1,0.7875,0.034703947,0.775,0.034027778,0.795581395,0.05529554,0.705285714,0.098718033,0.778833333,0.059000311,0.875,0.125,1,0,0.459016393,0.252459016,0.754237288,0.186947704
418672,2010,1,0.575,0.079605263,0.55,0.094444444,0.71,0.078263529,0.619428571,0.078935901,0.487666667,0.156648701,0.25,0.214285714,1,0,0.459016393,0.252459016,0.68907563,0.216066087
333854,2010,1,0.675,0.066447368,0.675,0.05625,0.674883721,0.086735869,0.499428571,0.112631553,0.611333333,0.144198192,0.875,0.125,0.25,0.214285714,0.655737705,0.229508197,0.74789916,0.190143854
871766,2010,1,0.475,0.045394737,0.375,0.03125,0.460116279,0.077052927,0.446857143,0.090540704,0.471833333,0.114774548,0.5,0.285714286,0.875,0.125,0.639344262,0.23442623,0.579831933,0.245691497
